yourlist:M20220122F248CABF64506F29A91F8037F07B67D13DFE271	Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (GO)	Gene ontology IDs
CAC5413619.1	A0A6J8DYF2	A0A6J8DYF2_MYTCO	unreviewed	CUBN	MCOR_46491	Mytilus coruscus (Sea mussel)	2818		
RXN13646.1	A0A498M2F0	A0A498M2F0_LABRO	unreviewed	Retrovirus-related Pol poly from transposon TNT 1-94	ROHU_009546	Labeo rohita (Indian major carp) (Cyprinus rohita)	750	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074
RMX41279.1	A0A3M6TIY0	A0A3M6TIY0_POCDA	unreviewed	Reverse transcriptase domain-containing protein	pdam_00023435	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	206		
PFX13399.1	A0A2B4R9B9	A0A2B4R9B9_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene22515	Stylophora pistillata (Smooth cauliflower coral)	882	integral component of membrane [GO:0016021]	GO:0016021
RMX47232.1	A0A3M6U0Q6	A0A3M6U0Q6_POCDA	unreviewed	Uncharacterized protein	pdam_00012907	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	177		
PFX27717.1	A0A2B4SGM1	A0A2B4SGM1_STYPI	unreviewed	C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8	CPAMD8 AWC38_SpisGene7598	Stylophora pistillata (Smooth cauliflower coral)	2266	cytoskeleton [GO:0005856]; endopeptidase inhibitor activity [GO:0004866]	GO:0004866; GO:0005856
KAF6279869.1	A0A7J7RUP4	A0A7J7RUP4_MYOMY	unreviewed	Uncharacterized protein	mMyoMyo1_010128	Myotis myotis (Greater mouse-eared bat)	515		
PFX14391.1	A0A2B4R9T1	A0A2B4R9T1_STYPI	unreviewed	Ankyrin repeat and zinc finger domain-containing protein 1	ANKZF1 AWC38_SpisGene21452	Stylophora pistillata (Smooth cauliflower coral)	768	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]	GO:0005737; GO:0046872
PFX13083.1	A0A2B4R8C9	A0A2B4R8C9_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene22864	Stylophora pistillata (Smooth cauliflower coral)	740		
PFX14287.1	A0A2B4RD64	A0A2B4RD64_STYPI	unreviewed	Ankyrin repeat domain-containing protein 50	ANKRD50 AWC38_SpisGene21575	Stylophora pistillata (Smooth cauliflower coral)	2455		
RMX38635.1	A0A3M6TB70	A0A3M6TB70_POCDA	unreviewed	Uncharacterized protein	pdam_00024704	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1073		
RMX45239.1	A0A3M6TVF0	A0A3M6TVF0_POCDA	unreviewed	Ankyrin_rpt-contain_dom domain-containing protein	pdam_00000785	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	313		
RDD36511.1	A0A369RQB7	A0A369RQB7_9METZ	unreviewed	Nephrocystin-3	TrispH2_011585	Trichoplax sp. H2	2192	kinesin complex [GO:0005871]; microtubule [GO:0005874]; signal transduction [GO:0007165]	GO:0005871; GO:0005874; GO:0007165
RMX51438.1	A0A3M6UDD8	A0A3M6UDD8_POCDA	unreviewed	Uncharacterized protein	pdam_00023582	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	433	cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]; regulation of apoptotic process [GO:0042981]; signal transduction [GO:0007165]	GO:0005737; GO:0007165; GO:0008270; GO:0042981
ORY49598.1	A0A1Y2CRD0	A0A1Y2CRD0_9FUNG	unreviewed	Chitin-binding type-3 domain-containing protein	BCR33DRAFT_763325	Rhizoclosmatium globosum	2036	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	GO:0004553; GO:0005576; GO:0005975; GO:0030246
RMX59266.1	A0A3M6V008	A0A3M6V008_POCDA	unreviewed	Uncharacterized protein	pdam_00005703	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	410	integral component of membrane [GO:0016021]; inward rectifier potassium channel activity [GO:0005242]; regulation of ion transmembrane transport [GO:0034765]	GO:0005242; GO:0016021; GO:0034765
RMX49169.1	A0A3M6U6I8	A0A3M6U6I8_POCDA	unreviewed	Probable methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase) (EC 4.2.1.109)	pdam_00021257	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	274	cytoplasm [GO:0005737]; methylthioribulose 1-phosphate dehydratase activity [GO:0046570]; zinc ion binding [GO:0008270]; L-methionine salvage from methylthioadenosine [GO:0019509]; L-methionine salvage from S-adenosylmethionine [GO:0019284]	GO:0005737; GO:0008270; GO:0019284; GO:0019509; GO:0046570
PFX12499.1	A0A2B4R6R1	A0A2B4R6R1_STYPI	unreviewed	Ras-related GTP-binding protein C	Rragc AWC38_SpisGene23536	Stylophora pistillata (Smooth cauliflower coral)	392	GTP binding [GO:0005525]	GO:0005525
PFX15373.1	A0A2B4REY6	A0A2B4REY6_STYPI	unreviewed	DDE Tnp4 domain-containing protein	AWC38_SpisGene20400	Stylophora pistillata (Smooth cauliflower coral)	264	metal ion binding [GO:0046872]	GO:0046872
RMX51424.1	A0A3M6UD40	A0A3M6UD40_POCDA	unreviewed	Uncharacterized protein	pdam_00012612	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	284		
RMX39220.1	A0A3M6TCX9	A0A3M6TCX9_POCDA	unreviewed	Urb2 domain-containing protein	pdam_00016186	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1632		
RMX55486.1	A0A3M6UP84	A0A3M6UP84_POCDA	unreviewed	DDE_Tnp_IS1595 domain-containing protein	pdam_00013321	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	155		
PFX19167.1	A0A2B4RS33	A0A2B4RS33_STYPI	unreviewed	Neutral alpha-glucosidase AB	GANAB AWC38_SpisGene16445	Stylophora pistillata (Smooth cauliflower coral)	862	carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	GO:0004553; GO:0005975; GO:0030246
PFX15365.1	A0A2B4RGH3	A0A2B4RGH3_STYPI	unreviewed	G-protein coupled receptor GRL101	AWC38_SpisGene20412	Stylophora pistillata (Smooth cauliflower coral)	4160	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; G protein-coupled receptor activity [GO:0004930]; growth factor binding [GO:0019838]; heparin binding [GO:0008201]; protein kinase activity [GO:0004672]; semaphorin receptor activity [GO:0017154]; angiogenesis [GO:0001525]; animal organ morphogenesis [GO:0009887]; axon guidance [GO:0007411]; endothelial cell chemotaxis [GO:0035767]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]	GO:0001525; GO:0004672; GO:0004930; GO:0005524; GO:0005886; GO:0007411; GO:0008201; GO:0009887; GO:0016021; GO:0017154; GO:0019838; GO:0035767; GO:0048010
PFX17027.1	A0A2B4RKZ2	A0A2B4RKZ2_STYPI	unreviewed	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)	PARP14 AWC38_SpisGene18670	Stylophora pistillata (Smooth cauliflower coral)	3048	NAD+ ADP-ribosyltransferase activity [GO:0003950]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0003950
RMX53987.1	A0A3M6UK20	A0A3M6UK20_POCDA	unreviewed	Uncharacterized protein	pdam_00014899	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	314		
RMX34751.1	A0A3M6T4K0	A0A3M6T4K0_POCDA	unreviewed	Uncharacterized protein (Fragment)	pdam_00010192	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	100	integral component of membrane [GO:0016021]	GO:0016021
PFX32672.1	A0A2B4SVU9	A0A2B4SVU9_STYPI	unreviewed	Hemicentin-1	HMCN1 AWC38_SpisGene2482	Stylophora pistillata (Smooth cauliflower coral)	2779		
RMX51517.1	A0A3M6UCU4	A0A3M6UCU4_POCDA	unreviewed	Uncharacterized protein	pdam_00025976	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	273		
RMX55502.1	A0A3M6UPE3	A0A3M6UPE3_POCDA	unreviewed	Apple domain-containing protein	pdam_00020559	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	816		
RMX53608.1	A0A3M6UJQ5	A0A3M6UJQ5_POCDA	unreviewed	Uncharacterized protein	pdam_00023129	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1211	integral component of membrane [GO:0016021]; extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021
EHB02902.1	G5B0U1	G5B0U1_HETGA	unreviewed	Titin	GW7_13516	Heterocephalus glaber (Naked mole rat)	36507	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524
RMX48367.1	A0A3M6U431	A0A3M6U431_POCDA	unreviewed	Uncharacterized protein	pdam_00016302	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	4078	integral component of membrane [GO:0016021]	GO:0016021
PIK49151.1	A0A2G8KMC7	A0A2G8KMC7_STIJA	unreviewed	Putative Gag-pol polyprotein	BSL78_13985	Stichopus japonicus (Sea cucumber)	330		
PFX24013.1	A0A2B4S4N6	A0A2B4S4N6_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene11414	Stylophora pistillata (Smooth cauliflower coral)	705		
PFX15672.1	A0A2B4RHE1	A0A2B4RHE1_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene20104	Stylophora pistillata (Smooth cauliflower coral)	422		
VDI06555.1	A0A8B6CN30	A0A8B6CN30_MYTGA	unreviewed	Solute carrier family 39 (Zinc transporter), member 10	MGAL_10B014017	Mytilus galloprovincialis (Mediterranean mussel)	760		
PFX15558.1	A0A2B4RGQ3	A0A2B4RGQ3_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene20218	Stylophora pistillata (Smooth cauliflower coral)	598		
CEJ90298.1	A0A0A1TIM0	A0A0A1TIM0_9HYPO	unreviewed	Uncharacterized protein	VHEMI06090	Torrubiella hemipterigena	1829		
RMX41503.1	A0A3M6TJ95	A0A3M6TJ95_POCDA	unreviewed	Uncharacterized protein	pdam_00012265	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	470	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0005886; GO:0016021
QCF40883.1	A0A4D6Q2Z0	A0A4D6Q2Z0_FIMAN	unreviewed	Guanylate cyclase (EC 4.6.1.2) (Fragment)	rGC6	Fimbriaphyllia ancora (Hammer coral) (Euphyllia ancora)	1058	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; guanylate cyclase activity [GO:0004383]; protein kinase activity [GO:0004672]; intracellular signal transduction [GO:0035556]	GO:0004383; GO:0004672; GO:0005524; GO:0016021; GO:0035556
PFX23882.1	A0A2B4S5T3	A0A2B4S5T3_STYPI	unreviewed	Inhibitor of growth protein 4	ING4 AWC38_SpisGene11530	Stylophora pistillata (Smooth cauliflower coral)	514	metal ion binding [GO:0046872]	GO:0046872
RMX51382.1	A0A3M6UCJ8	A0A3M6UCJ8_POCDA	unreviewed	CBM2 domain-containing protein	pdam_00011349	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	172	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; polysaccharide binding [GO:0030247]; carbohydrate metabolic process [GO:0005975]	GO:0004553; GO:0005975; GO:0030247
PFX22346.1	A0A2B4RYX1	A0A2B4RYX1_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene13106	Stylophora pistillata (Smooth cauliflower coral)	463		
RMX38852.1	A0A3M6TBU2	A0A3M6TBU2_POCDA	unreviewed	TNFR-Cys domain-containing protein	pdam_00022994	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	409	integral component of membrane [GO:0016021]	GO:0016021
OLQ12110.1	A0A1Q9EXD7	A0A1Q9EXD7_SYMMI	unreviewed	Uncharacterized protein	AK812_SmicGene4007	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	910	integral component of membrane [GO:0016021]	GO:0016021
PFX23245.1	A0A2B4S452	A0A2B4S452_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene12250	Stylophora pistillata (Smooth cauliflower coral)	436		
PFX28211.1	A0A2B4SEB2	A0A2B4SEB2_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene7091	Stylophora pistillata (Smooth cauliflower coral)	80		
PFX19764.1	A0A2B4RMV5	A0A2B4RMV5_STYPI	unreviewed	Tachylectin-2	AWC38_SpisGene15792	Stylophora pistillata (Smooth cauliflower coral)	898	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074
RMX58154.1	A0A3M6UX98	A0A3M6UX98_POCDA	unreviewed	Uncharacterized protein	pdam_00000049	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	111		
PFX33697.1	A0A2B4SZ34	A0A2B4SZ34_STYPI	unreviewed	BTB domain-containing protein	AWC38_SpisGene1431	Stylophora pistillata (Smooth cauliflower coral)	862		
RMX53303.1	A0A3M6UI01	A0A3M6UI01_POCDA	unreviewed	Thioredoxin domain-containing protein 12 (EC 1.8.4.2) (Fragment)	pdam_00022794	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	193	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; protein-disulfide reductase (glutathione) activity [GO:0019153]	GO:0005783; GO:0016021; GO:0019153
PFX12579.1	A0A2B4R6Y7	A0A2B4R6Y7_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene23441	Stylophora pistillata (Smooth cauliflower coral)	344		
RMX42217.1	A0A3M6TLA8	A0A3M6TLA8_POCDA	unreviewed	Uncharacterized protein (Fragment)	pdam_00023542	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	757	calcium ion binding [GO:0005509]	GO:0005509
PFX16235.1	A0A2B4RJ05	A0A2B4RJ05_STYPI	unreviewed	Protein NLRC3	NLRC3 AWC38_SpisGene19500	Stylophora pistillata (Smooth cauliflower coral)	1181		
PFX29468.1	A0A2B4SLL0	A0A2B4SLL0_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene5769	Stylophora pistillata (Smooth cauliflower coral)	324	hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0016787; GO:0046872
PFX22159.1	A0A2B4RZD1	A0A2B4RZD1_STYPI	unreviewed	Carnitine O-palmitoyltransferase 1, liver isoform	Cpt1a AWC38_SpisGene13330	Stylophora pistillata (Smooth cauliflower coral)	749	integral component of membrane [GO:0016021]; acyltransferase activity [GO:0016746]	GO:0016021; GO:0016746
CAE1318496.1	A0A812EDK2	A0A812EDK2_SEPPH	unreviewed	COL2A	SPHA_68955	Sepia pharaonis (Pharaoh cuttlefish)	1526		
RMX45005.1	A0A3M6TUB4	A0A3M6TUB4_POCDA	unreviewed	F-box domain-containing protein	pdam_00022509	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	514		
RMX52020.1	A0A3M6UEB3	A0A3M6UEB3_POCDA	unreviewed	Uncharacterized protein	pdam_00003760	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1434	ATP binding [GO:0005524]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]; cell differentiation [GO:0030154]; gene silencing by RNA [GO:0031047]; meiotic cell cycle [GO:0051321]; spermatogenesis [GO:0007283]	GO:0003676; GO:0004386; GO:0005524; GO:0007283; GO:0030154; GO:0031047; GO:0051321
PFX15105.1	A0A2B4RFQ4	A0A2B4RFQ4_STYPI	unreviewed	Bystin	bysl AWC38_SpisGene20690	Stylophora pistillata (Smooth cauliflower coral)	3484	extracellular region [GO:0005576]; nematocyst [GO:0042151]; serine-type endopeptidase inhibitor activity [GO:0004867]	GO:0004867; GO:0005576; GO:0042151
RMX47078.1	A0A3M6U0Q9	A0A3M6U0Q9_POCDA	unreviewed	Amino_oxidase domain-containing protein	pdam_00016978	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	532	oxidoreductase activity [GO:0016491]	GO:0016491
RMX49342.1	A0A3M6U6M9	A0A3M6U6M9_POCDA	unreviewed	Uncharacterized protein	pdam_00014432	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	675	integral component of membrane [GO:0016021]; oxidoreductase activity [GO:0016491]	GO:0016021; GO:0016491
RMX42601.1	A0A3M6TMQ8	A0A3M6TMQ8_POCDA	unreviewed	Uncharacterized protein (Fragment)	pdam_00013381	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	349	extracellular matrix structural constituent [GO:0005201]	GO:0005201
TRY78114.1	A0A553PKA6	A0A553PKA6_TIGCA	unreviewed	Uncharacterized protein	TCAL_09476	Tigriopus californicus (Marine copepod)	553	integral component of membrane [GO:0016021]	GO:0016021
PFX27421.1	A0A2B4SC30	A0A2B4SC30_STYPI	unreviewed	DEP domain-containing protein 5	Depdc5 AWC38_SpisGene7904	Stylophora pistillata (Smooth cauliflower coral)	1446	GTPase activator activity [GO:0005096]; intracellular signal transduction [GO:0035556]	GO:0005096; GO:0035556
RMX59005.1	A0A3M6UZB2	A0A3M6UZB2_POCDA	unreviewed	Uncharacterized protein	pdam_00018175	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	277		
RMX44201.1	A0A3M6TS86	A0A3M6TS86_POCDA	unreviewed	Uncharacterized protein	pdam_00002571	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	599	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021
RMX50056.1	A0A3M6U912	A0A3M6U912_POCDA	unreviewed	Death domain-containing protein	pdam_00002956	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	482	signal transduction [GO:0007165]	GO:0007165
RMX54156.1	A0A3M6UKH3	A0A3M6UKH3_POCDA	unreviewed	Uncharacterized protein	pdam_00012124	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1050	integral component of membrane [GO:0016021]	GO:0016021
CAB1336661.1	A0A6F9BL24	A0A6F9BL24_9TELE	unreviewed	Uncharacterized protein	CSTEINMANNI_LOCUS2772764	Coregonus sp. 'balchen'	871	cytoplasm [GO:0005737]; microtubule [GO:0005874]; GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]	GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017
EDO48822.1	A7RIK7	A7RIK7_NEMVE	unreviewed	Predicted protein	v1g178417	Nematostella vectensis (Starlet sea anemone)	102		
EDO45730.1	A7RS24	A7RS24_NEMVE	unreviewed	Predicted protein	v1g201288	Nematostella vectensis (Starlet sea anemone)	325	ATP binding [GO:0005524]	GO:0005524
EDO32317.1	A7SVE4	A7SVE4_NEMVE	unreviewed	Predicted protein	v1g247629	Nematostella vectensis (Starlet sea anemone)	264		
RMX40025.1	A0A3M6TF76	A0A3M6TF76_POCDA	unreviewed	Uncharacterized protein	pdam_00018007	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	151		
PFX24538.1	A0A2B4S7J6	A0A2B4S7J6_STYPI	unreviewed	Reticulon-like protein	Rtn4 AWC38_SpisGene10862	Stylophora pistillata (Smooth cauliflower coral)	215	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]	GO:0005789; GO:0016021
RMX36936.1	A0A3M6T693	A0A3M6T693_POCDA	unreviewed	Uncharacterized protein	pdam_00000977	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	648	nucleus [GO:0005634]	GO:0005634
RPB01204.1	A0A3N4JS81	A0A3N4JS81_9PEZI	unreviewed	Uncharacterized protein	L873DRAFT_1892817	Choiromyces venosus 120613-1	1110		
EDO46763.1	A7RNY9	A7RNY9_NEMVE	unreviewed	Predicted protein	v1g239675	Nematostella vectensis (Starlet sea anemone)	757	chromosome, telomeric region [GO:0000781]; DNA replication factor A complex [GO:0005662]; nucleus [GO:0005634]; site of double-strand break [GO:0035861]; single-stranded DNA binding [GO:0003697]; DNA replication [GO:0006260]; double-strand break repair via homologous recombination [GO:0000724]; nucleotide-excision repair [GO:0006289]	GO:0000724; GO:0000781; GO:0003697; GO:0005634; GO:0005662; GO:0006260; GO:0006289; GO:0035861
PFX18797.1	A0A2B4RR18	A0A2B4RR18_STYPI	unreviewed	Integrase catalytic domain-containing protein	AWC38_SpisGene16829	Stylophora pistillata (Smooth cauliflower coral)	1611	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074
KAF6734248.1	A0A834FHH6	A0A834FHH6_ORYME	unreviewed	Deleted in azoospermia protein 2	FQA47_013222	Oryzias melastigma (Marine medaka)	630		
KAF5293449.1	A0A7J7AJ28	A0A7J7AJ28_9COLE	unreviewed	Uncharacterized protein	FQA39_LY02934	Lamprigera yunnana	400	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]	GO:0008137; GO:0046872; GO:0048038; GO:0051539
CAJ76996.1	B7ZDI8	B7ZDI8_PACMR	unreviewed	Transposase	tnp	Pachygrapsus marmoratus (Marbled rock crab) (Cancer marmoratus)	353	nucleic acid binding [GO:0003676]	GO:0003676
RMX46678.1	A0A3M6TZJ7	A0A3M6TZJ7_POCDA	unreviewed	ALOG domain-containing protein (Fragment)	pdam_00025188	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	532	nucleus [GO:0005634]	GO:0005634
KNC31531.1	A0A0L0CH19	A0A0L0CH19_LUCCU	unreviewed	Uncharacterized protein	FF38_12759	Lucilia cuprina (Green bottle fly) (Australian sheep blowfly)	397		
PFX14979.1	A0A2B4RDU6	A0A2B4RDU6_STYPI	unreviewed	Cathepsin L	AWC38_SpisGene20828	Stylophora pistillata (Smooth cauliflower coral)	216	cysteine-type peptidase activity [GO:0008234]	GO:0008234
PFX33321.1	A0A2B4STU6	A0A2B4STU6_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene1830	Stylophora pistillata (Smooth cauliflower coral)	1411	signal transduction [GO:0007165]	GO:0007165
PFX21889.1	A0A2B4RYL2	A0A2B4RYL2_STYPI	unreviewed	DDE Tnp4 domain-containing protein	AWC38_SpisGene13627	Stylophora pistillata (Smooth cauliflower coral)	309	metal ion binding [GO:0046872]	GO:0046872
