yourlistU	UPA	Organisms	UniProtKB	First seen	Last seen	Length
XP_020608819.1	UPI0009E1F35F	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	923
XP_020626377.1	UPI0009E28068	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	763
XP_027059613.1	UPI000F55231E	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	677
XP_020627505.1	UPI0009E392CB	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	351
XP_015764829.1	UPI00077A1427	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	125
XP_027056532.1	UPI000F55466D	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	865
XP_020622631.1	UPI0009E419F4	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	318
XP_022779729.1	UPI000C0197D8	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4SUD3; 	2017-10-24	2021-09-29	218
XP_027054379.1	UPI000F54F2FD	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	423
XP_015760342.1	UPI00077A7BD5	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	868
XP_041358836.1	UPI001B88C69A	Gigantopelta aegis (Deep sea snail)		2021-05-10	2021-07-12	463
XP_015770828.1	UPI00077A3B32	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	1188
XP_027049996.1	UPI000F5534F2	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	1399
XP_020607338.1	UPI0009E32FDB	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1169
XP_020604540.1	UPI0009E5DCFD	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	505
XP_015748606.1	UPI00077AC418	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	332
XP_020622955.1	UPI0009E1D660	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	545
XP_022804913.1	UPI000C03F544	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	265
XP_027039440.1	UPI000F3D098B	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6U7P4; 	2018-11-13	2021-09-29	763
XP_020627950.1	UPI0009E41442	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	2066
XP_029214445.1	UPI0010FC86E5	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	769
XP_020629700.1	UPI0009E502C0	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	468
XP_020618023.1	UPI0009E4BE0A	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1060
XP_020624383.1	UPI0009E49FE7	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	471
XP_027051009.1	UPI000F54EB9A	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	493
XP_027046123.1	UPI000F41B49C	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6TS65; 	2018-11-13	2021-09-29	1145
XP_033745664.1	UPI0014587BA8	Pecten maximus (King scallop) (Pilgrim's clam)		2020-04-29	2021-07-12	585
XP_022781824.1	UPI000C011418	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4SNJ2; 	2017-10-24	2021-09-29	966
XP_027047774.1	UPI000F550C6E	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	670
XP_020616475.1	UPI0009E4A0F5	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	123
XP_020620239.1	UPI0009E1A0BA	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	296
XP_027048895.1	UPI000F557727	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	678
XP_015763421.1	UPI00077A699F	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	454
XP_020617719.1	UPI0009E1C75D	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	167
XP_020621649.1	UPI0009E4F8BA	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	199
XP_020627739.1	UPI0009E4E867	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	217
XP_020625866.1	UPI0009E5642C	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1680
XP_020603438.1	UPI0009E38E7C	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1056
XP_020618172.1	UPI0009E48B68	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	274
XP_020629367.1	UPI0009E34F48	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	325
XP_042855800.1	UPI001C70E3A0	Penaeus japonicus (Kuruma prawn) (Marsupenaeus japonicus)		2021-08-17	2021-08-17	281
XP_029192651.1	UPI0010FCC8D5	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	221
XP_027048154.1	UPI000F4164B4	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6TME3; 	2018-11-13	2021-09-29	857
XP_027053027.1	UPI000F555EAB	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	318
XP_020607496.1	UPI0009E24F80	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	186
XP_027036952.1	UPI000F41A3E7	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6UDJ6; 	2018-11-13	2021-09-29	501
XP_015769751.1	UPI00077A41E7	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	1049
XP_020609331.1	UPI0009E611AC	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	530
XP_027036335.1	UPI000F3CC1E3	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6UFQ7; 	2018-11-13	2021-09-29	275
XP_027046884.1	UPI000F5586E0	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	312
XP_020604584.1	UPI0009E249C8	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	3579
XP_020610971.1	UPI0009E272C2	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	467
XP_020611288.1	UPI0009E5D015	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1051
XP_020601333.1	UPI0009E4AF95	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	2076
XP_032226636.1	UPI0013904137	Nematostella vectensis (Starlet sea anemone)		2020-02-09	2021-07-12	1770
XP_020619657.1	UPI0009E1CC4A	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	492
XP_020615917.1	UPI0009E46E54	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	456
XP_020620163.1	UPI0009E2E669	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	785
XP_027059111.1	UPI000F54E3B5	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	262
XP_022800630.1	UPI000C03BA80	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	380
XP_022808338.1	UPI000C03C8B4	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	376
XP_020611726.1	UPI0009E62573	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	945
XP_020628536.1	UPI0009E294BD	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	149
XP_020618174.1	UPI0009E26457	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	157
XP_022799076.1	UPI000C00E61E	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4RPC0; 	2017-10-24	2021-09-29	128
XP_020605011.1	UPI0009E1D866	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	430
XP_015753030.1	UPI00077AD71A	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	313
XP_022797558.1	UPI000C01D2F3	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4RVR7; 	2017-10-24	2021-09-29	446
XP_020629270.1	UPI0009E2B663	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	850
XP_015755246.1	UPI00077A3E52	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	884
XP_020614856.1	UPI0009E5A112	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	875
XP_027037095.1	UPI000F3C3D00	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6V355; 	2018-11-13	2021-09-29	319
XP_022805318.1	UPI000C04B4C6	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	792
XP_020622180.1	UPI0009E5F6A8	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	271
XP_020627093.1	UPI0009E30ECE	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	328
XP_020603555.1	UPI0009E39297	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	368
XP_038057347.1	UPI0018D76582	Patiria miniata (Bat star) (Asterina miniata)		2020-12-16	2021-07-12	453
XP_020632886.1	UPI0009E5D152	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	475
XP_029209465.1	UPI0010FCD4CE	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	205
XP_020621373.1	UPI0009E5162A	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	319
XP_020601292.1	UPI0009E27C91	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	711
XP_029212044.1	UPI0010FC797C	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	275
XP_022801523.1	UPI000C052C3D	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	1129
XP_027049059.1	UPI000F54CD17	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	488
XP_027057011.1	UPI000F550476	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	600
XP_020618804.1	UPI0009E34198	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	661
XP_020613032.1	UPI0009E44304	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	219
XP_020625576.1	UPI0009E5B59C	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	247
XP_022792507.1	UPI000C0166E7	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4S6Q2; 	2017-10-24	2021-09-29	326
XP_026696704.1	UPI000EF44A88	Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis)	A0A3Q0K8R5.1 (obsolete); 	2018-10-23	2021-07-12	4201
XP_020600504.1	UPI0009E42970	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	991
XP_020617504.1	UPI0009E3C0FA	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	195
XP_027057233.1	UPI000F3FD666	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6UVJ9; 	2018-11-13	2021-09-29	678
XP_020629916.1	UPI0009E395C9	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	515
XP_029186086.1	UPI0010FC9E4F	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	198
XP_020626575.1	UPI0009E3A2BC	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	906
XP_020601683.1	UPI0009E4C572	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	523
XP_015766560.1	UPI00077ABAC6	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	490
XP_022783333.1	UPI000C00E7C5	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4SNP4; 	2017-10-24	2021-09-29	232
XP_020623570.1	UPI0009E2F022	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	344
XP_020631007.1	UPI0009E4A7F3	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	264
XP_020611217.1	UPI0009E1D1A2	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1326
XP_022804465.1	UPI000C04C047	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	1703
XP_020623025.1	UPI0009E45B02	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	406
XP_020617916.1	UPI0009E487CC	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	562
XP_027058305.1	UPI000F3CA630	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6V5V7; 	2018-11-13	2021-09-29	526
XP_020619245.1	UPI0009E235A4	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	375
XP_027048449.1	UPI000F556D6C	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	413
XP_028393803.1	UPI00106D4031	Dendronephthya gigantea (Coral)		2019-03-30	2021-07-12	191
XP_022800188.1	UPI000C00621B	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4RM99; 	2017-10-24	2021-09-29	296
XP_020602942.1	UPI0009E5A701	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	402
XP_020612330.1	UPI0009E55A8F	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	379
XP_022798062.1	UPI000C04DE73	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	438
XP_020631202.1	UPI0009E454BA	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	493
XP_020623820.1	UPI0009E1D273	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	723
XP_020628485.1	UPI0009E6020E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	188
XP_020603074.1	UPI0009E585DD	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	372
XP_022799030.1	UPI000C01479B	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4RVP2; 	2017-10-24	2021-09-29	359
XP_020620285.1	UPI0009E23CB9	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	272
XP_020601183.1	UPI0009E3483C	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	604
XP_020631584.1	UPI0009E368FA	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	703
XP_022791049.1	UPI000C019DD9	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4SA19; 	2017-10-24	2021-09-29	510
XP_020617419.1	UPI0009E25445	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	327
XP_020614731.1	UPI0009E47998	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	902
XP_027048071.1	UPI000F55229D	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	291
XP_020630661.1	UPI0009E23FBC	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	326
XP_020615529.1	UPI0009E35C7C	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	459
XP_020627617.1	UPI0009E20AB7	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	436
XP_015750518.1	UPI00077A66D5	Acropora digitifera (Staghorn coral); Acropora millepora (Staghorn coral) (Heteropora millepora)		2016-03-15	2021-07-12	85
XP_027046620.1	UPI000F54CF8A	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	545
XP_020632900.1	UPI0009E46EEE	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	409
XP_027060418.1	UPI000F551041	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	511
XP_020627091.1	UPI0009E374BF	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	677
XP_015758904.1	UPI00077A0B4C	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	440
XP_015761187.1	UPI00077A2392	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	175
XP_020619049.1	UPI0009E3A8C3	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	482
XP_020631564.1	UPI0009E5246E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	325
XP_020622240.1	UPI0009E309B2	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	504
XP_022799057.1	UPI000C045A84	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	451
XP_027056580.1	UPI000F3EED66	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6UYD6; 	2018-11-13	2021-09-29	370
XP_027039491.1	UPI000F5555C9	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	323
XP_027036830.1	UPI000F4058CE	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6UE76; 	2018-11-13	2021-09-29	449
XP_015753584.1	UPI00077A747A	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	649
XP_015774662.1	UPI00077A0CD8	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	419
XP_022790285.1	UPI000C043A87	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	438
XP_020632337.1	UPI0009E4C43F	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	465
XP_020631203.1	UPI0009E49623	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	2587
XP_020620046.1	UPI0009E33DFE	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	496
XP_020605642.1	UPI0009E3AFBB	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	221
XP_020612403.1	UPI0009E4A451	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	339
XP_027051224.1	UPI000F54E095	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	2787
XP_022783377.1	UPI000C0175A2	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4SKX2; 	2017-10-24	2021-09-29	1349
XP_029186487.1	UPI0010FCBE39	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	383
XP_022789404.1	UPI000C0192B0	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4SCZ1; 	2017-10-24	2021-09-29	185
XP_029210385.1	UPI0010FC75CA	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	158
XP_020628815.1	UPI0009E560B0	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	277
XP_020630144.1	UPI0009E5D625	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	468
XP_020630901.1	UPI0009E65526	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	217
XP_015779448.1	UPI00077A7334	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	350
XP_020607824.1	UPI0009E29DC9	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	283
XP_029202251.1	UPI0010FC788D	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	616
XP_020630532.1	UPI0009E5C30B	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	322
XP_015749495.1	UPI00077A235B	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	450
XP_022789626.1	UPI000C05340A	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	345
XP_015777753.1	UPI00077A602D	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	749
